.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.
X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,8,.,X,X,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.
X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,4,.,.,.,.,E,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,1,.,.,.,6,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,L,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,L,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,L,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,L,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,L,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,L,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
