.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,.,.,.,.,.,.,.,.,.,.,.,.,X,.,.,.,.,.,.,.,.,.,.,.,X,.,.,.,.,.,.,.,.,.
.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,E,.,.
.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X
.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X
.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X
.,.,X,X,X,X,X,X,X,X,.,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X
X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,5,X,X,X,X,X,X,X,X,.,.,.,.
.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,.,.
.,.,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,.,.
.,.,.,.,X,X,X,X,.,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,4,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,.,.
