X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,E,.,.
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,4,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,X,X,.,.,1,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,1,.,X,X,.,.,.,.,.,.,.,.
X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,3,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,3,.,.,.
.,.,.,.,.,.,2,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,2,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.
.,.,.,.,.,.,1,.,.,.,X,X,.,.,.,.,3,.,.,.,X,X,.,2,.,.,.,.,.,1,X,X,.,.,.,.,.,.,.,3,X,X,.,.,.,.,.,.,.,.
X,X,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,X,X
