.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,.,.,.,.,.,.,X,X,X,X,.,.,.,.,.,.,X,X,X,X,.,.,.,.,.,.,X,X,X,X,.,.,.,.,.,.,X,X,X,X,.,.,.,.,.,.,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,.,.,.,X,X,.,.,.,L,.,.,.,.,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,E,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,L,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,L,.,.,.,.,X,X,.,X,X,2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,L,.,2,.,.,.,.,.,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,L,X,X,.,.,.,1,.,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,2,.,.,.,.,.,L,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,1,.,L,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,X,X,X,X,X,X,.,.,.,.,.,.,.,.,X,X,X,X,X,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,.,.,.,.,X,X,.,X,X,.,1,.,.,.,X,X,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
