.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,.
.,.,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,.,.,.,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,7,.,.,.,.,.,.,.,L,.,.,.,8,.,.,.,1,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,E,.,.
X,X,X,X,X,X,X,X,X,X,X,X,L,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,L,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,.,1,.,.,.,.,.,L,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,X,X,X,X,X,X,X,X,L,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X
.,.,.,.,X,X,X,X,X,X,X,X,L,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X
.,.,.,.,.,.,.,.,.,.,.,.,L,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,7,.,.,.,.,.,.,.,.,L,.,8,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,9,.,.,.,.
X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,6,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X
.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,.,.,X,X,X,X,X,X,X,X,X,X,.,.,X,X,X,X
